height,lightning_nodes,lightning_channels,segwit_percentage,segwit_inputs,total_inputs,lightning_channels_funded
508903,532,3938,14.83,900,6070,7
508897,532,3938,13.57,789,5814,19
508892,532,3936,4.32,276,6395,0
508884,532,3930,7.05,436,6183,4
508880,532,3930,12.54,714,5694,4
508878,532,3930,79.97,7316,9148,3
508873,531,3926,4.87,293,6020,3
508873,531,3926,4.87,293,6020,3
508871,531,3924,0.02,1,4461,1
508868,531,3912,18.92,1235,6527,3
508865,530,3904,72.73,6546,9000,2
508862,530,3900,49.63,3976,8011,1
508859,529,3886,3.79,239,6298,1
508853,526,3876,6.45,344,5336,4
508851,524,3872,23.78,1274,5357,6
508849,524,3872,8.25,326,3953,15
508849,524,3872,8.25,326,3953,15
508848,524,3872,11.65,667,5726,3
508848,524,3872,11.65,667,5726,3
508846,524,3872,15.10,793,5251,4
508837,523,3866,3.13,198,6333,2
508832,522,3864,15.04,702,4669,11
508830,522,3864,6.50,175,2694,12
508827,522,3864,0.33,22,6652,0
508823,522,3864,10.46,636,6080,3
508822,522,3862,4.97,294,5918,8
508817,521,3860,3.36,206,6134,5
508804,521,3848,2.02,130,6426,4
508801,520,3838,3.54,218,6153,7
508794,520,3838,1.90,119,6257,5
508791,520,3838,14.11,850,6025,3
508788,520,3838,40.10,2918,7276,5
508788,520,3838,40.10,2918,7276,5
508786,519,3834,1.20,75,6227,2
508783,519,3834,9.46,388,4102,8
508783,519,3832,9.46,388,4102,8
508781,519,3830,8.45,480,5682,13
508780,519,3830,8.29,441,5321,4
508777,519,3830,0.13,8,6241,0
508770,519,3826,2.85,184,6452,2
508766,519,3826,0.00,0,1,0
508766,519,3826,0.00,0,1,0
508764,519,3826,1.80,63,3509,1
508761,518,3822,2.31,142,6151,8
508758,518,3822,1.40,92,6560,1
508750,516,3818,4.31,238,5525,10
508744,516,3818,2.09,130,6213,7
508741,516,3818,8.45,479,5668,13
508741,515,3814,0.86,56,6539,0
508733,514,3766,7.86,423,5385,16
508732,514,3766,1.68,108,6416,7
508730,514,3764,5.73,338,5894,3
508730,514,3764,5.73,338,5894,3
508729,514,3764,7.14,411,5756,20
508728,513,3746,14.39,721,5010,3
508726,513,3738,4.00,245,6120,2
508726,513,3732,4.00,245,6120,2
508726,513,3730,4.00,245,6120,2
508723,513,3724,0.69,45,6479,3
508720,513,3700,2.47,118,4779,2
508715,513,3700,0.71,46,6502,1
508713,512,3696,0.53,22,4155,0
508711,512,3696,1.77,105,5939,1
508708,511,3686,1.21,76,6287,1
508707,511,3686,5.76,337,5853,0
508704,511,3678,7.47,441,5904,6
508703,511,3674,12.39,728,5876,1
508701,511,3672,7.93,452,5697,10
508701,511,3672,7.93,452,5697,10
508701,511,3672,7.93,452,5697,10
508699,511,3672,1.89,120,6361,2
508695,511,3670,7.94,462,5821,6
508694,511,3668,0.97,63,6484,1
508692,509,3662,1.80,114,6343,2
508689,509,3662,6.99,422,6039,5
508688,509,3662,24.02,1199,4991,4
508683,509,3660,3.15,197,6252,2
508680,509,3658,14.40,757,5258,9
508680,509,3658,14.40,757,5258,9
508679,509,3658,16.47,1058,6423,19
508677,509,3648,1.05,68,6449,1
508677,509,3646,1.05,68,6449,1
508674,509,3636,13.20,744,5637,13
508673,509,3626,20.93,1138,5436,18
508672,509,3624,4.70,287,6102,8
508668,509,3616,2.01,128,6381,6
508668,509,3616,2.01,128,6381,6
508668,509,3616,2.01,128,6381,6
508662,509,3606,10.19,562,5516,7
508659,509,3606,4.11,257,6249,6
508659,509,3606,4.11,257,6249,6
508657,509,3594,7.30,410,5613,10
508656,509,3594,3.64,233,6395,2
508655,509,3594,3.28,205,6247,2
508652,509,3594,5.43,306,5635,9
508652,509,3594,5.43,306,5635,9
508651,509,3594,9.39,447,4760,14
508650,509,3594,0.80,52,6480,1
508649,509,3594,3.40,211,6212,3
508644,509,3592,5.98,255,4265,5
508639,509,3592,3.52,158,4494,1
508639,509,3592,3.52,158,4494,1
508639,509,3592,3.52,158,4494,1
508635,509,3590,3.18,193,6069,8
508634,509,3590,2.14,4,187,0
508632,509,3590,4.35,262,6027,6
508628,509,3588,66.84,5564,8324,0
508624,509,3586,6.98,405,5800,14
508623,509,3584,1.88,119,6326,5
508622,509,3584,1.88,119,6326,5
508621,509,3584,13.94,906,6500,4
508618,509,3582,14.19,942,6640,1
508614,508,3574,0.66,43,6497,1
508612,508,3574,11.51,658,5718,9
508608,508,3574,1.94,124,6404,4
508608,508,3574,1.94,124,6404,4
508606,507,3570,0.41,27,6531,0
508603,505,3566,2.78,175,6287,10
508600,505,3564,7.17,428,5968,11
508600,505,3564,7.17,428,5968,11
508599,505,3564,12.82,5,39,0
508596,505,3564,2.52,129,5129,3
508596,504,3564,2.52,129,5129,3
508594,503,3558,0.36,24,6594,0
508592,503,3556,2.34,146,6250,2
508590,503,3554,2.41,137,5696,6
508588,503,3554,3.09,190,6150,3
508585,501,3550,2.91,184,6315,1
508583,501,3550,0.52,34,6548,1
508580,500,3548,1.72,102,5917,4
508575,499,3540,6.44,376,5839,7
508574,499,3538,6.44,376,5839,7
508573,499,3522,5.77,357,6184,6
508569,499,3518,5.57,321,5766,8
508568,499,3518,6.42,401,6250,6
508546,496,3466,11.20,703,6275,5
508544,496,3466,5.56,338,6075,6
508543,496,3466,6.52,383,5870,4
508542,495,3462,0.67,43,6433,0
508539,494,3454,6.36,376,5910,2
508537,494,3454,0.02,1,6233,0
508535,493,3390,5.78,332,5746,3
508535,493,3378,5.78,332,5746,3
508533,493,3378,7.73,456,5898,4
508532,493,3378,6.15,343,5575,4
508529,493,3378,29.93,1558,5206,12
508525,530,3791,13.60,577,4242,7
508525,530,3791,13.60,577,4242,7
508525,530,3791,13.60,577,4242,7
508524,527,3765,6.69,299,4467,2
508522,527,3763,10.19,563,5527,20
508514,526,3749,19.10,933,4885,11
508513,526,3749,12.67,524,4137,1
508511,526,3749,4.80,153,3189,9
508511,526,3749,4.80,153,3189,9
508510,523,3739,15.38,843,5482,7
508505,520,3683,11.26,754,6695,15
508502,519,3679,61.66,3741,6067,5
508502,519,3679,61.66,3741,6067,5
508497,518,3673,16.07,873,5431,7
508492,515,3659,25.12,1531,6095,6
508490,515,3659,1.00,66,6615,0
508490,515,3659,1.00,66,6615,0
508487,515,3659,18.21,767,4212,19
508484,515,3655,18.58,795,4278,1
508480,515,3647,5.64,341,6042,7
508478,515,3645,4.92,291,5914,3
508476,514,3643,2.49,159,6375,2
508474,514,3625,6.81,383,5623,9
508473,514,3623,0.52,34,6562,1
508469,514,3621,7.42,421,5671,11
508469,514,3621,7.42,421,5671,11
508468,514,3621,8.89,474,5331,9
508467,514,3621,34.69,2152,6203,8
508458,514,3613,2.16,140,6490,0
508456,513,3571,4.15,259,6243,14
508454,512,3563,8.77,449,5121,16
508450,512,3495,12.38,645,5210,7
508447,512,3495,16.63,899,5407,26
508447,512,3495,16.63,899,5407,26
508442,512,3495,1.62,106,6542,1
508442,512,3495,1.62,106,6542,1
508439,511,3477,3.02,193,6387,3
508439,511,3477,3.02,193,6387,3
508439,511,3477,3.02,193,6387,3
508439,511,3477,3.02,193,6387,3
508437,511,3475,2.19,143,6541,0
508433,511,3475,41.64,2759,6626,2
508433,511,3475,41.64,2759,6626,2
508430,511,3475,21.04,1242,5902,5
508429,511,3475,28.45,1592,5595,2
508427,511,3475,12.01,578,4812,8
508427,511,3475,12.01,578,4812,8
508426,511,3475,0.02,1,6048,0
508426,511,3475,0.02,1,6048,0
508420,511,3475,1.26,81,6427,1
508418,511,3475,10.41,595,5716,3
508416,511,3475,5.39,318,5901,1
508413,511,3469,2.13,133,6237,1
508410,511,3467,3.95,236,5979,2
508407,511,3467,7.78,411,5282,6
508406,511,3467,11.27,686,6088,7
508404,511,3461,12.07,628,5203,13
508403,511,3457,2.02,128,6349,2
508400,510,3449,17.90,1008,5631,11
508399,510,3449,2.67,165,6178,5
508394,509,3445,9.99,531,5315,12
508393,509,3443,15.55,857,5513,3
508391,509,3441,3.18,199,6257,0
508391,509,3441,3.18,199,6257,0
508389,505,3427,8.87,503,5670,8
508385,505,3423,12.31,674,5475,12
508385,505,3423,12.31,674,5475,12
508383,505,3423,23.13,1229,5313,7
508381,505,3415,0.02,1,5295,0
508378,504,3409,8.69,495,5696,11
508376,504,3409,11.63,352,3027,3
508374,503,3405,1.16,75,6456,3
508370,502,3401,36.38,1725,4741,9
508364,501,3399,10.82,534,4935,4
508361,500,3397,1.87,120,6417,2
508354,499,3385,5.02,278,5540,4
508354,499,3385,5.02,278,5540,4
508352,499,3383,3.39,199,5869,5
508350,497,3365,16.21,921,5681,16
508346,497,3315,38.94,2878,7391,11
508346,497,3315,38.94,2878,7391,11
508344,496,3301,31.28,2097,6703,9
508340,496,3297,3.29,205,6226,5
508337,496,3293,27.75,1961,7067,1
508328,496,3265,2.28,144,6325,7
508326,496,3263,5.09,310,6092,7
508315,496,3229,36.20,1975,5456,7
508313,496,3209,1.51,88,5843,4
508311,496,3195,0.06,4,6621,0
508306,496,3189,5.74,336,5853,12
508305,496,3189,74.15,6795,9164,0
508302,494,3171,12.50,27,216,4
508298,493,3155,2.77,173,6246,7
508296,493,3149,7.45,444,5958,10
508294,493,3149,15.93,762,4784,11
508293,493,3149,9.91,558,5629,8
508293,493,3149,9.91,558,5629,8
508292,493,3149,22.34,1328,5944,4
508290,493,3149,20.58,1171,5691,5
508290,493,3149,20.58,1171,5691,5
508290,493,3149,20.58,1171,5691,5
508289,493,3147,2.21,102,4620,0
508287,491,3135,5.00,65,1301,1
508284,490,3131,2.05,130,6340,0
508282,488,3111,5.23,306,5850,2
508280,487,3111,12.34,674,5462,3
508277,487,3109,25.05,1323,5282,3
508274,484,3099,16.98,847,4989,10
508274,484,3099,16.98,847,4989,10
508274,484,3099,16.98,847,4989,10
508274,484,3099,16.98,847,4989,10
508274,484,3099,16.98,847,4989,10
508273,484,3099,1.55,97,6276,2
508270,480,3087,11.03,647,5865,4
508268,480,3087,11.00,618,5619,8
508267,480,3087,3.44,200,5818,1
508264,479,3083,8.41,489,5813,6
508264,479,3083,8.41,489,5813,6
508260,478,3077,13.63,744,5457,8
508258,478,3077,13.23,619,4678,7
508258,478,3077,13.23,619,4678,7
508257,478,3075,15.71,697,4437,7
508255,478,3073,8.30,187,2252,1
508255,478,3073,8.30,187,2252,1
508252,478,3069,6.98,243,3479,4
508252,478,3069,6.98,243,3479,4
508248,474,3055,13.70,727,5306,14
508248,474,3055,6.66,420,6305,6
508245,474,3053,23.94,1468,6132,9
508242,473,3051,0.49,32,6557,3
508242,473,3051,0.49,32,6557,3
508240,473,3051,1.50,97,6446,2
508235,472,3043,26.64,1308,4909,2
508235,472,3043,26.64,1308,4909,2
508232,472,3041,6.58,390,5924,5
508232,472,3041,6.58,390,5924,5
508232,472,3041,6.58,390,5924,5
508232,472,3041,6.58,390,5924,5
508230,472,3039,48.13,3685,7656,2
508230,472,3039,48.13,3685,7656,2
508228,472,3039,12.03,681,5661,7
508227,472,3039,8.54,416,4872,3
508225,472,3039,5.04,301,5974,7
508222,472,3039,12.71,566,4454,11
508215,472,3037,48.72,3798,7796,1
508212,470,3033,0.72,46,6384,1
508205,469,3021,5.90,352,5965,3
508205,469,3021,5.90,352,5965,3
508200,469,3013,1.84,118,6429,3
508200,469,3013,1.84,118,6429,3
508198,469,3011,3.12,212,6792,0
508195,469,3011,6.39,339,5303,10
508194,469,3011,2.53,150,5922,4
508192,469,3005,1.23,79,6424,3
508188,469,3005,1.45,84,5807,4
508180,466,2985,0.44,29,6624,4
508180,466,2985,0.44,29,6624,4
508180,466,2985,0.44,29,6624,4
508177,466,2985,5.88,332,5643,9
508175,465,2969,0.00,0,1,0
508168,464,2963,4.00,259,6476,3
508168,464,2963,4.00,259,6476,3
508163,463,2959,1.80,112,6214,2
508162,463,2959,2.99,181,6046,3
508159,461,2953,36.06,2395,6641,3
508157,460,2951,14.30,696,4867,7
508156,460,2951,22.88,1243,5432,8
508155,460,2951,6.97,397,5695,1
508154,460,2949,1.60,104,6499,0
508152,460,2949,6.56,322,4909,5
508149,456,2917,5.33,327,6136,1
508146,456,2915,8.32,434,5218,4
508144,456,2913,13.23,625,4723,9
508143,456,2911,6.03,29,481,0
508139,455,2889,1.62,104,6411,2
508132,455,2877,3.10,195,6296,3
508129,453,2869,12.21,685,5612,3
508127,456,2928,7.57,423,5586,2
508123,453,2900,13.06,628,4807,6
508122,453,2900,10.04,469,4673,13
508121,453,2900,11.80,609,5159,6
508121,453,2900,11.80,609,5159,6
508118,452,2900,13.49,640,4745,11
508117,452,2896,54.11,3035,5609,8
508112,451,2890,1.67,107,6413,2
508105,449,2878,11.14,597,5357,17
508104,449,2878,16.62,758,4561,9
508098,449,2878,14.26,598,4194,6
508094,446,2870,15.87,815,5137,1
508094,446,2870,15.87,815,5137,1
508091,446,2866,3.50,214,6113,1
508091,446,2866,3.50,214,6113,1
508080,444,2858,15.15,945,6239,7
508080,444,2858,15.15,945,6239,7
508078,443,2856,1.89,120,6347,1
508074,443,2854,6.60,410,6214,3
508072,443,2854,9.12,473,5187,6
508070,443,2854,2.82,156,5531,1
508068,443,2854,13.81,752,5447,16
508059,443,2844,7.17,377,5261,10
508048,443,2842,7.93,466,5879,6
508035,435,2816,12.06,583,4835,18
508033,435,2816,22.81,1266,5550,15
508032,435,2816,21.72,1187,5465,3
508029,435,2816,7.11,388,5455,3
508017,432,2808,6.67,383,5738,1
508014,431,2806,5.33,323,6065,3
508012,431,2804,7.55,433,5738,3
508009,431,2804,9.77,500,5117,7
508008,431,2804,11.72,606,5169,5
508000,431,2786,22.64,989,4369,5
508000,431,2786,22.64,989,4369,5
507998,430,2784,18.14,788,4343,5
507998,430,2784,18.14,788,4343,5
507998,430,2784,18.14,788,4343,5
507997,430,2784,12.28,705,5742,3
507987,428,2778,8.40,485,5774,1
507984,428,2776,8.62,481,5578,1
507984,427,2770,8.62,481,5578,1
507982,427,2770,10.77,531,4932,6
507981,427,2770,8.50,436,5128,6
507978,427,2770,20.07,997,4967,3
507976,427,2770,12.62,487,3860,4
507976,427,2770,12.62,487,3860,4
507972,426,2768,7.82,373,4769,3
507972,426,2768,7.82,373,4769,3
507969,426,2768,10.75,493,4585,5
507967,426,2768,23.99,1005,4190,2
507963,426,2744,3.94,97,2462,2
507963,426,2744,3.94,97,2462,2
507959,426,2744,0.26,17,6547,0
507957,426,2744,5.77,337,5836,6
507955,425,2740,12.06,610,5060,1
507952,425,2740,16.95,871,5138,21
507949,425,2738,21.92,1256,5731,3
507949,425,2738,21.92,1256,5731,3
507948,424,2728,1.20,79,6559,1
507940,424,2726,13.05,687,5266,5
507938,424,2726,5.27,285,5405,5
507938,424,2726,5.27,285,5405,5
507934,422,2722,8.68,452,5209,10
507925,421,2710,8.66,445,5140,8
507925,421,2710,8.66,445,5140,8
507924,421,2708,7.26,424,5838,5
507922,421,2708,16.64,885,5318,12
507921,421,2708,8.77,517,5898,2
507919,421,2704,9.27,508,5482,7
507910,420,2698,69.66,5757,8264,4
507909,420,2698,28.77,1969,6844,4
507900,419,2696,9.30,522,5614,21
507895,419,2696,12.88,742,5762,12
507892,419,2696,12.19,642,5268,11
507890,419,2694,1.44,96,6645,1
507887,418,2692,3.85,221,5742,7
507885,418,2690,26.59,1890,7107,2
507881,418,2690,5.66,318,5618,1
507876,418,2690,81.62,6952,8518,0
507868,416,2686,5.81,334,5748,1
507862,415,2682,6.90,415,6014,2
507862,415,2682,6.90,415,6014,2
507862,415,2680,6.90,415,6014,2
507860,415,2678,3.28,208,6335,2
507857,415,2676,0.51,34,6633,1
507855,414,2674,3.64,230,6313,2
507853,413,2672,12.86,703,5468,4
507849,412,2668,6.61,384,5812,4
507846,412,2668,13.74,803,5843,2
507845,412,2668,9.42,485,5147,8
507844,412,2668,14.61,803,5495,9
507843,412,2668,21.05,1042,4951,2
507841,412,2666,6.10,378,6199,3
507841,411,2664,6.10,378,6199,3
507836,410,2660,11.38,631,5544,6
507834,410,2660,91.56,9142,9985,0
507831,408,2638,28.93,1760,6084,3
507829,408,2638,20.20,1066,5277,8
507820,408,2614,83.74,7486,8940,2
507815,406,2610,9.21,487,5288,4
507812,406,2608,13.45,717,5330,6
507812,406,2608,13.45,717,5330,6
507811,406,2608,15.16,840,5540,8
507808,406,2608,39.85,2679,6722,3
507804,406,2606,7.25,395,5447,0
507804,406,2606,7.25,395,5447,0
507801,406,2604,0.00,0,1,0
507799,405,2602,12.93,688,5319,10
507798,405,2602,42.86,2144,5002,2
507795,401,2576,7.04,407,5779,5
507791,400,2572,9.55,532,5572,9
507785,400,2572,16.89,714,4228,1
507783,400,2572,2.52,119,4730,0
507783,400,2572,2.52,119,4730,0
507775,400,2572,4.16,261,6270,6
507775,400,2572,4.16,261,6270,6
507774,400,2572,4.24,267,6303,2
507771,400,2568,33.36,1474,4418,0
507769,400,2546,23.70,410,1730,6
507765,399,2510,13.95,744,5334,22
507762,399,2510,8.42,341,4049,15
507761,399,2510,12.06,620,5140,13
507756,399,2494,16.60,619,3729,0
507750,399,2494,28.58,1360,4758,8
507748,399,2494,40.96,2365,5774,5
507741,398,2492,17.54,752,4287,4
507739,398,2492,70.07,3839,5479,0
507731,398,2492,26.56,1242,4676,10
507727,398,2488,68.62,3884,5660,2
507720,398,2482,50.86,2465,4847,3
507720,398,2482,50.86,2465,4847,3
507714,397,2478,13.38,636,4754,15
507713,397,2478,3.57,233,6522,0
507708,395,2474,5.21,268,5148,4
507705,395,2474,31.01,2004,6463,3
507702,395,2474,11.55,651,5637,13
507702,395,2474,11.55,651,5637,13
507702,395,2474,11.55,651,5637,13
507689,394,2468,32.45,2277,7016,1
507687,394,2468,20.74,993,4788,10
507685,394,2468,15.85,844,5324,9
507684,394,2468,5.32,5,94,0
507684,394,2468,5.32,5,94,0
507681,393,2466,19.80,1017,5137,5
507680,393,2466,7.26,395,5443,3
507675,392,2410,0.98,53,5407,1
507672,392,2410,5.90,269,4560,7
507670,392,2410,4.38,169,3858,3
507667,391,2406,8.10,375,4632,5
507666,391,2406,0.61,21,3426,2
507664,390,2404,0.29,13,4433,1
507659,390,2398,2.60,153,5888,0
507659,390,2396,7.77,515,6632,2
507654,390,2394,11.26,555,4930,8
507653,390,2394,6.70,393,5866,2
507650,389,2392,13.83,899,6499,2
507647,389,2392,16.41,1005,6125,1
507644,389,2392,16.06,865,5386,2
507642,389,2392,15.13,798,5274,3
507641,388,2388,8.34,467,5601,2
507640,388,2388,61.36,3117,5080,0
507635,386,2384,40.68,1763,4334,0
507629,385,2378,8.91,464,5209,5
507628,385,2376,17.46,807,4621,2
507628,385,2368,17.46,807,4621,2
507626,385,2366,15.73,707,4495,11
507622,384,2362,7.79,360,4620,5
507621,383,2358,7.17,337,4702,3
507618,383,2358,8.68,338,3896,2
507613,381,2334,14.06,805,5724,12
507612,381,2334,10.29,573,5568,7
507611,381,2334,18.99,601,3164,4
507607,381,2330,22.60,40,177,0
507601,381,2328,12.34,641,5195,12
507600,381,2324,4.66,200,4289,7
507599,381,2324,6.23,270,4337,2
507595,381,2322,16.24,386,2377,6
507594,381,2322,3.00,109,3634,0
507588,379,2316,7.45,262,3518,0
507588,379,2316,7.45,262,3518,0
507586,379,2316,0.00,0,1,0
507580,379,2308,3.66,142,3882,3
507575,377,2300,29.19,1333,4566,10
507574,377,2300,24.70,1088,4404,5
507570,376,2298,31.82,1308,4110,0
507565,375,2296,15.22,606,3981,0
507565,375,2294,15.22,606,3981,0
507563,375,2294,20.41,836,4097,1
507560,374,2294,9.33,223,2391,8
507558,374,2290,18.06,727,4025,2
507554,374,2290,19.48,801,4112,7
507553,374,2290,12.44,467,3755,0
507551,374,2288,12.44,467,3755,0
507550,372,2288,19.71,276,1400,4
